wID	w1cs	lemma	PoS
1277	degree	degree	nn1
1278	call	call	vv0
1279	Johnson	johnson	np1
1280	election	election	nn1
1281	rules	rule	nn2
1282	happens	happen	vvz
1283	easily	easily	rr
1284	ten	ten	m
1285	subject	subject	nn1
1286	seem	seem	vvi
1287	rates	rate	nn2
1288	A	a	at1@_zz1
1289	written	write	vvn
1290	as	as	rr21_rg
1291	better	better	rrr
1292	second	second	md_nnt1
1293	As	as	csa_ii@
1294	seem	seem	vv0
1295	sister	sister	nn1
1296	Angeles	angeles	np1
1297	right	right	rr
1298	Still	still	rr
1299	Africa	africa	np1
1300	dog	dog	nn1
1301	edge	edge	nn1
1302	box	box	nn1
1303	shown	show	vvn
1304	plants	plant	nn2
1305	product	product	nn1
1306	top	top	jj_nn1
1307	chair	chair	nn1
1308	speak	speak	vvi
1309	appears	appear	vvz
1310	terms	terms	ii32
1311	turns	turn	vvz
1312	slowly	slowly	rr
1313	central	central	jj
1314	marriage	marriage	nn1
1315	born	born	vvn
1316	store	store	nn1
1317	cup	cup	nn1
1318	trip	trip	nn1
1319	grew	grow	vvd
1320	Republicans	republican	nn2
1321	hold	hold	vvi
1322	basis	basis	nn1
1323	fresh	fresh	jj
1324	Association	association	nn1
1325	US	us	np1
1326	enough	enough	dd
1327	back	back	nn1_rp
1328	Mary	mary	np1
1329	afternoon	afternoon	nnt1
1330	page	page	nn1
1331	generally	generally	rr
1332	normal	normal	jj
1333	base	base	nn1
1334	nor	nor	cc
1335	standards	standard	nn2
1336	let	let	vm21
1337	presence	presence	nn1
1338	example	example	nn1
1339	as	as	rg@_csa
1340	income	income	nn1
1341	seat	seat	nn1
1342	player	player	nn1
1343	break	break	nn1
1344	keep	keep	vv0
1345	'S	's	ge
1346	direction	direction	nn1
1347	concerned	concerned	jj
1348	concern	concern	nn1
1349	style	style	nn1
1350	William	william	np1
1351	sort	sort	nn1
1352	dark	dark	jj_nn1
1353	largest	large	jjt
1354	17	17	mc
1355	thus	thus	rr
1356	original	original	jj
1357	speech	speech	nn1
1358	May	may	npm1
1359	In	in	rr21
1360	access	access	nn1
1361	minute	minute	nnt1
1362	structure	structure	nn1
1363	immediately	immediately	rr
1364	lack	lack	nn1
1365	tree	tree	nn1
1366	becomes	become	vvz
1367	sky	sky	nn1
1368	figure	figure	nn1
1369	II	ii	mc
1370	press	press	nn1
1371	help	help	nn1
1372	Japan	japan	np1
1373	hope	hope	vv0
1374	right	right	nn1
1375	employees	employee	nn2
1376	1988	1988	mc
1377	p.m	pm	ra
1378	remains	remain	vvz
1379	put	put	vv0_vvd
1380	spoke	speak	vvd
1381	needs	need	vvz
1382	to	to	to_ii
1383	gun	gun	nn1
1384	Democratic	democratic	jj
1385	Mike	mike	np1
1386	April	april	npm1
1387	manager	manager	nn1
1388	professional	professional	jj
1389	running	run	vvg
1390	Jack	jack	np1
1391	supposed	supposed	jj
1392	et	et	ra21
1393	perfect	perfect	jj
1394	front	front	jj_nn1
1395	nine	nine	mc
1396	spring	spring	nn1
1397	safety	safety	nn1
1398	European	european	jj
1399	read	read	vvi
1400	homes	home	nn2
1401	debate	debate	nn1
1402	telling	tell	vvg
1403	all	all	rr22
1404	According	according	ii21
1405	factors	factor	nn2
1406	audience	audience	nn1
1407	Last	last	md
1408	highly	highly	rr
1409	holding	hold	vvg
1410	South	south	np1
1411	Peter	peter	np1
1412	includes	include	vvz
1414	senior	senior	jj
1415	build	build	vvi
1416	insurance	insurance	nn1
1417	Street	street	nnl1
1418	memory	memory	nn1
1419	property	property	nn1
1420	ready	ready	jj
1421	legs	leg	nn2
1422	agreement	agreement	nn1
1423	global	global	jj
1424	24	24	mc
1425	June	june	npm1
1426	begin	begin	vvi
1427	despite	despite	ii
1428	status	status	nn1
1429	See	see	vv0
1430	inside	inside	ii
1431	1998	1998	mc
1432	biggest	big	jjt
1433	responsibility	responsibility	nn1
1434	September	september	npm1
1435	Where	where	rrq
1436	stars	star	nn2
1437	civil	civil	jj
1438	provides	provide	vvz
1439	blue	blue	jj
1440	1997	1997	mc
1441	Christmas	christmas	nnt1
1442	variety	variety	nn1
1443	laws	law	nn2
1444	past	past	jj_nn1
1445	International	international	jj
1446	Republican	republican	nn1_jj@
1447	considered	consider	vvn
1448	animals	animal	nn2
1449	relations	relation	nn2
1450	corner	corner	nn1
1451	continues	continue	vvz
1452	Joe	joe	np1
1453	Thus	thus	rr
1454	red	red	jj_nn1
1455	eventually	eventually	rr
1456	previous	previous	jj
1457	sides	side	nn2
1458	sea	sea	nn1
1459	points	point	nn2
1460	tiny	tiny	jj
1461	beginning	beginning	nn1
1462	rich	rich	jj
1463	since	since	ii
1464	afraid	afraid	jj
1465	decades	decade	nnt2
1466	allow	allow	vvi
1467	asking	ask	vvg
1468	outside	outside	ii
1469	teams	team	nn2
1470	Friday	friday	npd1
1471	protect	protect	vvi
1472	investment	investment	nn1
1473	leadership	leadership	nn1
1474	Houston	houston	np1
1475	seeing	see	vvg
1476	call	call	nn1
1477	participants	participant	nn2
1478	Park	park	nn1
1479	Each	each	dd1
1480	images	image	nn2
1481	putting	put	vvg
1482	Brown	brown	np1
1483	station	station	nn1
1484	TABLE	table	nn1
1485	worked	work	vvd
1486	items	item	nn2
1487	strategy	strategy	nn1
1488	her	her	ppho1_appge
1489	Charles	charles	np1
1490	soldiers	soldier	nn2
1491	kid	kid	nn1
1492	equipment	equipment	nn1
1493	terms	term	nn2
1494	home	home	rl_nn1
1495	ice	ice	nn1
1496	sports	sport	nn2
1497	shows	show	vvz
1498	willing	willing	jj
1499	responsible	responsible	jj
1500	Council	council	nn1
1501	close	close	jj
1502	Finally	finally	rr
1503	plant	plant	nn1
1504	agency	agency	nn1
1505	foot	foot	nn1
1506	statement	statement	nn1
1507	artist	artist	nn1
1508	freedom	freedom	nn1
1509	sorry	sorry	jj
1510	pieces	piece	nn2
1511	decisions	decision	nn2
1512	just	just	rr_jj@
1513	Saturday	saturday	npd1
1514	purpose	purpose	nn1
1515	distance	distance	nn1
1516	interested	interested	jj
1517	Also	also	rr
1518	doctors	doctor	nn2
1519	crisis	crisis	nn1
1520	right	right	rr_nn1
1521	Earth	earth	nn1
1522	additional	additional	jj
1523	anybody	anybody	pn1
1524	collection	collection	nn1
1525	nice	nice	jj
1526	Other	other	jj
1527	60	60	mc
1528	clothes	clothes	nn2
1529	put	put	vvn
1530	independent	independent	jj
1531	funds	fund	nn2
1532	professor	professor	nn1
1533	set	set	nn1
1534	thinking	think	vvg
1535	support	support	vvi
1536	camera	camera	nn1
1537	conference	conference	nn1
1538	section	section	nn1
1539	suggests	suggest	vvz
1540	text	text	nn1
1541	sources	source	nn2
1542	parties	party	nn2
1543	tough	tough	jj
1544	materials	material	nn2
1545	wind	wind	nn1
1546	magazine	magazine	nn1
1547	policies	policy	nn2
1548	how	how	rgq@
1549	task	task	nn1
1550	Since	since	cs
1551	Georgia	georgia	np1
1552	1999	1999	mc
1553	changed	change	vvn
1554	explain	explain	vvi
1555	names	name	nn2
1556	Every	every	at1
1557	turned	turn	vvd_vvn
1558	sees	see	vvz
1559	high	high	jj_rr@
1560	slightly	slightly	rr
1561	therefore	therefore	rr
1562	indeed	indeed	rr
1563	Iraqi	iraqi	jj
1564	threat	threat	nn1
1565	winter	winter	nnt1
1566	rather	rather	ii21
1567	version	version	nn1
1568	brought	bring	vvn
1569	mostly	mostly	rr
1570	cities	city	nn2
1571	light	light	nn1
1572	ask	ask	vv0
1573	thinks	think	vvz
1574	far	far	rr_jj
1575	AND	and	cc
1576	smaller	small	jjr
1577	investigation	investigation	nn1
1578	following	following	jj
1579	wonderful	wonderful	jj
1580	organizations	organization	nn2
1581	wide	wide	jj
1582	relatively	relatively	rr
1583	coffee	coffee	nn1
1584	attack	attack	nn1
1585	begins	begin	vvz
1586	brain	brain	nn1
1587	vision	vision	nn1
1588	final	final	jj_nn1
1589	write	write	vvi
1590	understand	understand	vv0
1591	officer	officer	nn1
1592	thank	thank	vv0
1593	made	make	vvn_vvd
1594	streets	street	nn2
1595	material	material	nn1
1596	along	along	ii
1597	fall	fall	nn1
1598	turn	turn	nn1
1599	set	set	vvn
1600	Perhaps	perhaps	rr
1601	department	department	nn1
1602	play	play	nn1
1603	regular	regular	jj
1604	wearing	wear	vvg
1605	live	live	vv0
1606	institutions	institution	nn2
1607	latest	late	jjt
1608	generation	generation	nn1
1609	meeting	meeting	nn1
1610	further	far	rrr
1611	bag	bag	nn1
1612	Colorado	colorado	np1
1613	kept	keep	vvd
1614	active	active	jj
1615	fear	fear	nn1
1616	interests	interest	nn2
1617	discussion	discussion	nn1
1618	January	january	npm1
1619	competition	competition	nn1
1620	develop	develop	vvi
1621	work	work	vv0
1622	kinds	kind	nn2
1623	officers	officer	nn2
1624	bank	bank	nn1
1625	hundreds	hundred	m
1626	tomorrow	tomorrow	rt
1627	taxes	tax	nn2
1628	decided	decide	vvd
1629	held	hold	vvn
1630	authority	authority	nn1
1631	top	top	nn1_jj
1632	spend	spend	vvi
1633	2001	2001	mc
1634	network	network	nn1
1635	kill	kill	vvi
1636	March	march	npm1
1637	watched	watch	vvd
1638	step	step	nn1
1639	walls	wall	nn2
1640	as	as	rg@
1641	models	model	nn2
1642	Army	army	nn1
1643	No	no	xx
1644	aware	aware	jj
1645	twice	twice	rr
1646	experts	expert	nn2
1647	Web	web	nn1
1648	lead	lead	vvi
1649	needed	need	vvd
1650	around	around	rp_ii
1651	communities	community	nn2
1652	labor	labor	nn1
1653	steps	step	nn2
1654	instance	instance	rex22
1655	na	na	to
1656	soft	soft	jj
1657	all	all	rr
1658	Chinese	chinese	jj
1659	scientists	scientist	nn2
1660	Times	time	nnt2
1661	fingers	finger	nn2
1662	credit	credit	nn1
1663	citizens	citizen	nn2
1664	younger	young	jjr
1665	Ms.	ms	nnb
1666	average	average	jj_nn1
1667	as	as	csa_rg@_ii@
1668	opinion	opinion	nn1
1669	Committee	committee	nn1
1670	1/2	1/2	mf
1671	Such	such	da
1672	song	song	nn1
1673	Christian	christian	jj
1674	apartment	apartment	nn1
1675	Saddam	saddam	np1
1676	north	north	nd1
1677	avoid	avoid	vvi
1678	neighborhood	neighborhood	nn1
1679	Institute	institute	nn1
1680	decade	decade	nnt1
1681	mission	mission	nn1
1682	Jackson	jackson	np1
1683	next	next	ii21
1684	shoulder	shoulder	nn1
1685	Virginia	virginia	np1
1686	prison	prison	nn1
1687	baseball	baseball	nn1
1688	College	college	nn1
1689	annual	annual	jj
1690	identity	identity	nn1
1691	Jones	jones	np1
1692	interview	interview	nn1
1693	worth	worth	ii
1694	earlier	early	rrr
1695	tells	tell	vvz
1696	told	tell	vvd_vvn
1697	dangerous	dangerous	jj
1698	while	while	nnt1@
1699	Denver	denver	np1
1700	become	become	vv0
1701	strength	strength	nn1
1702	absolutely	absolutely	rr
1703	Security	security	nn1
1704	from	from	ii22
1705	killed	kill	vvn
1706	sign	sign	nn1
1707	stand	stand	vvi
1708	residents	resident	nn2
1709	Sometimes	sometimes	rt
1710	early	early	rr_jj
1711	historical	historical	jj
1712	eat	eat	vvi
1713	along	along	rp
1714	rock	rock	nn1
1715	watch	watch	vvi
1716	safe	safe	jj
1717	south	south	nd1
1718	Big	big	jj
1719	screen	screen	nn1
1720	19	19	mc
1721	condition	condition	nn1
1722	appropriate	appropriate	jj
1723	bright	bright	jj
1724	future	future	jj_nn1
1725	importance	importance	nn1
1726	present	present	jj_nn1
1727	fully	fully	rr
1728	Williams	williams	np1
1729	Germany	germany	np1
1730	lawyer	lawyer	nn1
1731	river	river	nn1
1732	plane	plane	nn1
1733	construction	construction	nn1
1734	types	type	nn2
1735	sites	site	nn2
1736	to	to	ii@
1737	yards	yard	nn2
1738	none	none	pn
1739	21	21	mc
1740	crowd	crowd	nn1
1741	Lee	lee	np1
1742	conflict	conflict	nn1
1743	hear	hear	vv0
1744	lose	lose	vvi
1745	famous	famous	jj
1746	context	context	nn1
1747	obviously	obviously	rr
1748	associated	associate	vvn
1749	goals	goal	nn2
1750	Indian	indian	jj
1751	expect	expect	vvi
1752	Church	church	nn1
1753	possibility	possibility	nn1
1754	Russia	russia	np1
1755	newspaper	newspaper	nn1
1756	alive	alive	jj
1757	In	in	ii31
1758	understanding	understanding	nn1
1759	weekend	weekend	nnt1
1760	researchers	researcher	nn2
1761	Three	three	mc
1762	pictures	picture	nn2
1763	track	track	nn1
1764	work	work	nn1_vv0
1765	Boston	boston	np1
1766	conversation	conversation	nn1
1767	compared	compare	vvn
1768	October	october	npm1
1769	literature	literature	nn1
1770	bar	bar	nn1
1771	later	later	rrr_jjr
1772	reach	reach	vvi
1773	letters	letter	nn2
1774	Martin	martin	np1
1775	attorney	attorney	nn1
1776	alone	alone	rr_jj
1777	hotel	hotel	nn1
1778	Canada	canada	np1
1779	22	22	mc
1780	familiar	familiar	jj
1781	charges	charge	nn2
1782	starts	start	vvz
1783	London	london	np1
1784	At	at	rr21
1785	writer	writer	nn1
1786	faith	faith	nn1
1787	relationships	relationship	nn2
1788	customers	customer	nn2
1789	Sam	sam	np1
1790	intelligence	intelligence	nn1
1791	United	united	jj
1792	Party	party	nn1
1793	thought	thought	nn1
1794	costs	cost	nn2
1795	save	save	vvi
1796	becoming	become	vvg
1797	calling	call	vvg
1798	reform	reform	nn1
1799	Mark	mark	np1
1800	academic	academic	jj
1801	allowed	allow	vvn
1802	moral	moral	jj
1803	gotten	get	vvn
1804	August	august	npm1
1805	district	district	nn1
1806	individual	individual	jj_nn1
1807	1987	1987	mc
1808	s	s	zz1
1809	sell	sell	vvi
1810	called	call	vvd@
1811	unless	unless	cs
1812	Right	right	nn1_rr_jj
1813	subjects	subject	nn2
1814	star	star	nn1
1815	November	november	npm1
1816	met	meet	vvd
1817	yesterday	yesterday	rt
1818	garden	garden	nn1
1819	sit	sit	vvi
1820	deal	deal	vvi
1821	feels	feel	vvz
1822	classes	class	nn2
1823	Hey	hey	uh
1824	show	show	vv0
1825	factor	factor	nn1
1826	video	video	nn1
1827	instead	instead	ii21
1828	experiences	experience	nn2
1829	date	date	nn1
1830	committee	committee	nn1
1831	battle	battle	nn1
1832	means	mean	nn
1833	needs	need	nn2
1834	capital	capital	nn1
1835	standing	stand	vvg
1836	potential	potential	jj_nn1
1837	artists	artist	nn2
1838	details	detail	nn2
1839	used	use	vvd
1840	there	there	rl_ex
1841	French	french	jj_nn1
1842	concept	concept	nn1
1843	down	down	ii
1844	1986	1986	mc
1845	park	park	nn1
1846	editor	editor	nn1
1847	de	de	f         
1848	/	/	fo
1849	J.	xx_j	np1
1850	2002	2002	mc
1851	neck	neck	nn1
1852	focus	focus	nn1
1853	more	more	rgr_rrr
1854	quick	quick	jj
1855	failure	failure	nn1
1856	negative	negative	jj
1857	anyway	anyway	rr
1858	requires	require	vvz
1859	cause	cause	nn1
1860	determine	determine	vvi
1861	England	england	np1
1862	advantage	advantage	nn1
1863	scale	scale	nn1
1864	operations	operation	nn2
1865	justice	justice	nn1
1866	Only	only	rr
1867	Despite	despite	ii
1868	had	have	vhd_vhn@
1869	university	university	nn1
1870	Steve	steve	np1
1871	follow	follow	vvi
1872	software	software	nn1
1873	Larry	larry	np1
1874	about	about	rpk
1875	past	past	jj
1876	boat	boat	nn1
1877	deep	deep	jj
1878	educational	educational	jj
1879	breath	breath	nn1
1880	can	can	vm_vv0%
1881	protection	protection	nn1
1882	required	require	vvn
1883	increasingly	increasingly	rr
1884	to	to	rg22
1885	millions	million	m
1886	smile	smile	nn1
1887	Senator	senator	nnb
1888	plastic	plastic	nn1
1889	argument	argument	nn1
1890	tradition	tradition	nn1
1891	seconds	second	nnt2
1892	December	december	npm1
1893	anymore	anymore	rr
1894	carefully	carefully	rr
1895	Monday	monday	npd1
1896	Jesus	jesus	np1
1897	rule	rule	nn1
1899	pounds	pound	nn2
1900	scientific	scientific	jj
1901	nobody	nobody	pn1
1902	card	card	nn1
1903	apparently	apparently	rr
1904	along	along	ii_rp
1905	best	best	jjt_rrt
1906	provide	provide	vv0
1907	unit	unit	nn1
1908	earth	earth	nn1
1909	held	hold	vvd
1910	democracy	democracy	nn1
1911	feeling	feeling	nn1
1912	army	army	nn1
1913	football	football	nn1
1914	challenge	challenge	nn1
1915	act	act	nn1
1916	Thanks	thanks	nn2
1917	ought	ought	vmk
1918	greatest	greatest	jjt
1919	consider	consider	vvi
1920	corporate	corporate	jj
1921	progress	progress	nn1
1922	wait	wait	vvi
1923	middle	middle	nn1
1924	send	send	vvi
1925	Women	woman	nn2
1926	commercial	commercial	jj
1927	complete	complete	jj
1928	jury	jury	nn1
1929	calls	call	vvz
1930	River	river	nnl1
1931	primary	primary	jj_nn1
1932	said	say	vvd_vvn@
1933	extent	extent	nn1
1934	somewhere	somewhere	rl
1935	largely	largely	rr
1936	domestic	domestic	jj
1937	truck	truck	nn1
1938	impossible	impossible	jj
1939	end	end	vvi
1940	female	female	jj_nn1
1941	Scott	scott	np1
1942	Does	do	vdz
1943	Russian	russian	jj
1944	very	very	jj
1945	emotional	emotional	jj
1946	club	club	nn1
1947	come	come	vv0_vvn@
1948	lawyers	lawyer	nn2
1949	up	up	rg21
1950	Great	great	jj
1951	care	care	vvi
1952	opened	open	vvd
1953	public	public	nn1_jj
1954	lots	lots	pn
1955	keeping	keep	vvg
1956	inside	inside	rl
1957	path	path	nn1
1958	moved	move	vvd
1959	Sunday	sunday	npd1
1960	religion	religion	nn1
1961	France	france	np1
1962	Go	go	vv0
1963	how	how	rrq_rgq@
1964	speed	speed	nn1
1965	chairman	chairman	nn1
1966	Henry	henry	np1
1967	include	include	vvi
1968	camp	camp	nn1
1969	forms	form	nn2
1970	operation	operation	nn1
1971	die	die	vvi
1972	hell	hell	nn1
1973	ethnic	ethnic	jj
1974	direct	direct	jj
1975	movies	movie	nn2
1976	thousand	thousand	m
1977	animal	animal	nn1
1978	0	0	mc
1979	Central	central	jj
1980	warm	warm	jj
1981	cell	cell	nn1
1982	Supreme	supreme	jj
1983	strange	strange	jj
1984	machine	machine	nn1
1985	victory	victory	nn1
1986	plans	plan	nn2
1987	prevent	prevent	vvi
1988	healthy	healthy	jj
1989	restaurant	restaurant	nn1
1990	for	for	ii22
1991	Carolina	carolina	np1
1992	perspective	perspective	nn1
1993	birth	birth	nn1
1994	return	return	vvi
1995	arts	art	nn2
1996	top	top	nn1
1997	background	background	nn1
1998	ship	ship	nn1
1999	chest	chest	nn1
2000	long	long	jj_rr
2001	all	all	rr@_db
2002	wine	wine	nn1
2003	reduce	reduce	vvi
2004	left	left	jj
2005	created	create	vvn
2006	appeared	appear	vvd
2007	built	build	vvn
2008	expensive	expensive	jj
2009	advice	advice	nn1
2010	cells	cell	nn2
2011	serve	serve	vvi
2012	bodies	body	nn2
2013	markets	market	nn2
2014	band	band	nn1
2015	murder	murder	nn1
2016	Service	service	nn1
2017	Table	table	nn1
2018	obvious	obvious	jj
2019	back	back	nn1_jj@
2020	tests	test	nn2
2021	walk	walk	vvi
2022	23	23	mc
2023	....	....	...
2024	level	level	nn1_jj
2025	gon	go	vvgk
2026	houses	house	nn2
2027	Black	black	jj
2028	agencies	agency	nn2
2029	actual	actual	jj
2030	village	village	nn1
2031	dream	dream	nn1
2032	shape	shape	nn1
2033	comfortable	comfortable	jj
2034	elements	element	nn2
2035	pattern	pattern	nn1
2036	Health	health	nn1
2037	unique	unique	jj
2038	opportunities	opportunity	nn2
2039	significantly	significantly	rr
2040	thanks	thanks	nn2
2041	victims	victim	nn2
2042	desk	desk	nn1
2043	offer	offer	vvi
2044	influence	influence	nn1
2045	human	human	jj
2046	inches	inch	nnu2
2047	Was	be	vbdz
2048	adults	adult	nn2
2049	one	one	mc1_pn1
2050	produce	produce	vvi
2051	survey	survey	nn1
2052	believes	believe	vvz
2053	spirit	spirit	nn1
2054	improve	improve	vvi
2055	pick	pick	vvi
2056	Indeed	indeed	rr
2057	dozen	dozen	m
2058	to	to	to@_ii
2059	feelings	feeling	nn2
2060	owner	owner	nn1
2062	vote	vote	nn1
2063	creating	create	vvg
2064	Have	have	vh0
2065	works	work	vvz
2066	Jewish	jewish	jj
2067	angry	angry	jj
2068	records	record	nn2
2069	voters	voter	nn2
2070	work	work	vvi_nn1
2071	Frank	frank	np1
2072	classroom	classroom	nn1
2073	flight	flight	nn1
2074	sport	sport	nn1
2075	extra	extra	jj
2076	turned	turn	vvn
2077	stores	store	nn2
2078	spot	spot	nn1
2079	Its	its	z'
2080	total	total	jj_nn1
2081	buildings	building	nn2
2082	spent	spend	vvd
2083	brought	bring	vvd
2084	showing	show	vvg
2085	ourselves	ourselves	ppx2
2086	2003	2003	mc
2087	Al	al	np1
2088	spent	spend	vvn
2089	better	better	jjr_rrr
2090	mental	mental	jj
2091	Social	social	jj
2092	contract	contract	nn1
2093	imagine	imagine	vvi
2094	hardly	hardly	rr
2095	painting	painting	nn1
2096	broke	break	vvd
2097	urban	urban	jj
2098	lights	light	nn2
2099	had	have	vhn@_vhd
2100	won	win	vvd
2101	favorite	favorite	jj_nn1
2102	solution	solution	nn1
2103	Would	would	vm
2104	most	most	rgt_dat
2105	wood	wood	nn1
2106	grow	grow	vvi
2107	contrast	contrast	nn1
2108	wrong	wrong	jj
2109	weather	weather	nn1
2110	Internet	internet	nn1_np1
2111	increase	increase	vvi
2112	extremely	extremely	rr
2113	measures	measure	nn2
2114	Come	come	vv0
2115	basically	basically	rr
2116	shoes	shoe	nn2
2117	empty	empty	jj
2118	candidate	candidate	nn1
2119	Museum	museum	nn1
2120	answer	answer	vvi
2121	actions	action	nn2
2122	Of	of	io
2123	projects	project	nn2
2124	snow	snow	nn1
2125	developed	develop	vvn
2126	partner	partner	nn1
2127	far	far	rg
2128	raise	raise	vvi
2129	driver	driver	nn1
2130	worst	bad	jjt
2131	Education	education	nn1
2132	possibly	possibly	rr
2133	Even	even	cs21
2134	cut	cut	vvi
2135	windows	window	nn2
2136	tend	tend	vv0
2137	frequently	frequently	rr
2138	doors	door	nn2
2139	green	green	jj_nn1
2140	set	set	vvi
2141	tall	tall	jj
2142	Kennedy	kennedy	np1
2143	past	past	ii
2144	So	so	cs@_rr
2145	presidential	presidential	jj
2146	Look	look	vv0
2147	starting	start	vvg
2148	figures	figure	nn2
